仓库编码,仓库名称,仓库类型,仓库层级,仓库服务商,状态,国家,省市区,详细地址,邮编,负责人,联系电话,备注,是否实体仓,是否需清关,申报地海关,对应口岸,区间企业,账册编码,创建人,创建时间,更新人,更新时间,仓储货代,外部编码,是否自动生成核注清单,是否需核放申报
AA23020001,国际KA渠道部客户,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2023-02-27 17:22:46,千凡,2024-04-28 17:29:32,菜鸟,D01080,,是
AA23040001,伊菲丹海外京东自营旗舰店,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2023-04-18 11:47:01,千凡,2024-04-28 17:29:11,平台仓,D01111,,是
AA23040003,水羊堂长沙IFS国金店仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2023-04-24 16:06:51,千凡,2024-04-28 17:28:52,菜鸟,C154,,是
AA23050001,露得清京东代销-香港御强,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2023-05-17 14:53:11,千凡,2024-04-28 17:28:31,平台仓,E930,,否
AA23060001,伊菲丹小红书pop仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2023-06-12 16:44:41,千凡,2024-04-28 17:28:12,平台仓,C704,,是
AA22100002,水羊堂天猫武汉经开心怡保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,武汉经开综保,,,,,2022-10-01 20:03:11,千凡,2024-04-28 16:24:50,菜鸟,E774,,是
AA22100005,水羊堂天猫武汉经开心怡中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,武汉经开综保,,,,,2022-10-18 23:12:41,千凡,2024-04-28 15:10:13,菜鸟,E775,,是
AA22100008,CASAMORATI青岛双递中心,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,青岛西海岸新区保税物流中心,,,,,2022-10-21 18:16:21,千凡,2024-04-26 18:57:31,菜鸟,E745,,是
AA24040016,伊菲丹唯品会大贸仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-04-26 18:05:05,乐嘟,2024-04-26 18:06:50,平台仓,C904,,是
AA24040015,Pier Auge中间保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-04-24 17:21:37,乐嘟,2024-04-24 17:32:28,自贸达,E352,,是
AA24040014,legology长沙小红书中心仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,,,,,,2024-04-24 10:16:07,乐嘟,2024-04-24 11:45:30,菜鸟,G132,,是
AA24040013,Amouage小程序平潭仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-04-23 16:54:17,乐嘟,2024-04-23 16:56:08,跨境通,G159,,是
AA24040012,CASAMORATI平潭有好货中,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,,,,,,2024-04-22 21:11:24,乐嘟,2024-04-23 09:24:49,菜鸟,E747,,是
AA24040011,伊菲丹上海前滩太古里店试用装,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-04-22 18:30:03,乐嘟,2024-04-23 09:23:37,平台仓,C903,,是
AA24040008,ADO平潭有好货中心仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,,,,,,2024-04-19 16:30:36,乐嘟,2024-04-19 16:32:07,菜鸟,E708,,是
AA24040007,NESCENS郑州小红书中心仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,,,,,,2024-04-19 11:53:23,乐嘟,2024-04-19 16:31:14,菜鸟,G170,,是
AA23070001,EKA自建分销渠道,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2023-07-19 15:37:23,乐嘟,2024-04-18 15:55:16,平台仓,D00570,,是
AA23100002,DRS长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2023-10-10 10:01:31,乐嘟,2024-04-18 15:50:13,菜鸟,G012,,是
AA23100004,【国际分销】分销客户-跨境,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2023-10-27 16:56:20,乐嘟,2024-04-18 15:49:50,平台仓,D01141,,是
AA23120001,Amouage张园正装库,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2023-12-01 10:13:01,乐嘟,2024-04-18 15:48:44,平台仓,G074,,是
AA23120002,Amouage张园试用装库,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2023-12-01 10:19:11,乐嘟,2024-04-18 15:47:52,平台仓,G075,,是
AA23120003,LIERAC长沙拼多多中心仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,黄花综保,,,,,2023-12-12 16:49:01,乐嘟,2024-04-18 15:47:28,菜鸟,G119,,是
AA23120004,ESI拼多多长沙菜鸟中心仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,黄花综保,,,,,2023-12-26 20:02:31,乐嘟,2024-04-18 15:46:43,菜鸟,G118,,是
AA24010002,长沙2号仓库（新）,保税仓,区域仓,拙燕仓,启用,中国,,,,,,,是,否,,,,,,2024-01-08 14:32:51,乐嘟,2024-04-18 15:45:34,拙燕跨境供应链,C151,,是
AA24020001,MEMO长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,,2024-02-05 13:52:41,乐嘟,2024-04-18 15:45:04,菜鸟,G062,,是
AA24020002,esi长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,,2024-02-05 13:53:31,乐嘟,2024-04-18 15:44:39,菜鸟,G020,,是
AA22120003,REVITALA郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-12-01 15:15:31,千凡,2024-04-18 15:30:36,菜鸟,E440,,是
AA24040006,李志琴-幽兰跨境,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-04-17 17:09:35,乐嘟,2024-04-17 17:11:46,平台仓,D01176,,是
AA24040005,ESI微信小程序-郑州仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,,2024-04-17 16:08:58,乐嘟,2024-04-17 16:11:56,自贸达,G174,,是
AA24040001,CODE8长沙小红书中心仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,黄花综保,,,,,2024-04-11 21:38:29,乐嘟,2024-04-12 09:06:59,菜鸟,G171,,是
ZZ925,BEC义乌抖音仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,义乌海关,,,,乐嘟,2024-04-08 16:09:34,乐嘟,2024-04-08 16:09:34,平台仓,G163,,是
ZZ924,LORD&BERRY天猫国际直营,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,乐嘟,2024-04-08 15:21:40,乐嘟,2024-04-08 15:21:40,菜鸟,E981,,是
ZZ922,Henné郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2024-04-07 15:56:21,乐嘟,2024-04-07 15:56:21,自贸达,E831,,是
ZZ921,Henné郑州心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2024-04-07 15:55:48,乐嘟,2024-04-07 15:55:48,菜鸟,E842,,是
ZZ920,Nescens郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2024-04-03 16:22:46,乐嘟,2024-04-03 16:22:46,自贸达,G128,,是
ZZ718,LUBRIDERM跨境唯品会仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2023-05-23 11:35:36,乐嘟,2024-04-02 16:51:55,平台仓,E325,,是
AA22100013,ZELENS武汉心怡中心仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,武汉经开综保,,,,,2022-10-22 20:59:31,乐嘟,2024-04-02 14:23:29,菜鸟,E666,,是
ZZ919,BEC郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2024-04-02 10:20:24,乐嘟,2024-04-02 10:20:24,自贸达,G160,,是
ZZ918,Juice Beauty郑州抖音,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2024-04-02 09:23:13,乐嘟,2024-04-02 09:23:13,自贸达,G122,,是
ZZ917,BEC郑州易通菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州空港,,,,乐嘟,2024-04-01 13:40:04,乐嘟,2024-04-01 13:40:04,菜鸟,G165,,是
AA23100003,【国际分销】KA分销客户-跨境,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,香港海关,,,,,2023-10-24 10:23:19,乐嘟,2024-03-28 11:38:34,平台仓,D01129,,是
ZZ805,水羊国际多品牌郑州洋葱店铺公共,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,乐嘟,2023-09-14 10:51:36,千凡,2024-03-27 15:22:47,自贸达,E872,,是
ZZ915,CODE8天猫国际直营发货仓,保税仓,区域仓,其他,启用,中国,,,,,,在公司系统做区分，实际为虚拟仓,是,否,,,,,乐嘟,2024-03-26 11:48:16,乐嘟,2024-03-26 11:49:25,平台仓,C872,,是
ZZ914,城野医生京东代销-香港御强,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,香港海关,,,,乐嘟,2024-03-26 09:23:50,乐嘟,2024-03-26 09:23:50,平台仓,E920,,否
ZZ913,Rogaine拼多多长沙菜鸟仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2024-03-25 13:37:44,乐嘟,2024-03-25 13:59:45,菜鸟,G137,,是
ZZ911,LABEAU平潭有好货中心仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,平潭海关,,,,乐嘟,2024-03-22 16:56:57,乐嘟,2024-03-22 16:56:57,菜鸟,E751,,是
ZZ910,快手跨境2店香港仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,香港海关,,,,乐嘟,2024-03-22 16:40:43,乐嘟,2024-03-22 16:40:43,平台仓,G167,,否
CK0031,Rogaine菜鸟海外中心仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,香港海关,,,,千凡,2022-06-28 20:42:27,乐嘟,2024-03-22 16:39:49,菜鸟,E288,,是
AA22120014,NobleIsle郑州菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-12-13 10:34:51,千凡,2024-03-22 15:40:42,菜鸟,E421,,是
ZZ907,锦昱科技香港有限公司,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,金义综保,,,,乐嘟,2024-03-21 16:47:27,乐嘟,2024-03-21 16:47:27,平台仓,D01127,,否
ZZ906,henne长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2024-03-20 10:28:17,乐嘟,2024-03-20 10:28:17,菜鸟,G050,,是
ZZ905,LUMENE长沙拼多多中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2024-03-18 16:59:38,乐嘟,2024-03-18 16:59:38,菜鸟,G133,,是
ZZ807,城野医生长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,长沙海关,,,,乐嘟,2023-09-21 10:32:04,千凡,2024-03-17 11:00:48,菜鸟,E977,,是
AE901,DETAILLE平潭有好货菜鸟仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,,,,,千凡,2024-03-14 22:10:49,千凡,2024-03-14 22:10:49,菜鸟,E736,,是
AA22120007,Brow Code郑州中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-12-02 11:00:10,千凡,2024-03-14 09:23:03,自贸达,E490,,是
ZZ904,NobleIsle郑州中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2024-03-14 09:18:48,乐嘟,2024-03-14 09:18:48,自贸达,E423,,是
AA23080002,Sig郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2023-08-05 10:42:01,千凡,2024-03-13 18:39:04,自贸达,E361,,是
ZZ903,得物（香港）供应链有限公司,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,香港海关,,,,乐嘟,2024-03-12 10:23:42,乐嘟,2024-03-12 10:23:42,平台仓,G107,,否
AE886,TDC杭州心怡菜鸟仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:07,,2024-03-11 14:13:07,菜鸟,E886,,是
AE892,NB1942杭州心怡菜鸟仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:07,,2024-03-11 14:13:07,菜鸟,E892,,是
AE884,CASAMORATI杭州心怡菜鸟,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:07,,2024-03-11 14:13:07,菜鸟,E884,,是
AE876,BjornA郑州自贸达菜鸟仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:07,,2024-03-11 14:13:07,菜鸟,E876,,是
AE881,ADO杭州心怡菜鸟仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:07,,2024-03-11 14:13:07,菜鸟,E881,,是
AE877,香水品类杭州心怡中心仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:07,,2024-03-11 14:13:07,菜鸟,E877,,是
AE887,Adopt杭州心怡菜鸟仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,菜鸟,E887,,是
AE960,ACO 郑州自贸达中间仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,自贸达,E960,,是
AE954,水羊堂菜鸟福建有好货中心仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,菜鸟,E954,,是
AE893,LBG杭州心怡菜鸟仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,菜鸟,E893,,是
AE929,ComfortZ武汉心怡中心仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,菜鸟,E929,,是
AE896,MAJDA杭州心怡菜鸟仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,菜鸟,E896,,是
AE923,大眼睛买买郑州保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,平台仓,E923,,是
AE915,水羊国际考拉上海洋山中心仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,菜鸟,E915,,是
AE880,TMOV杭州心怡菜鸟仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,菜鸟,E880,,是
AE888,赫美蒂嘉杭州心怡菜鸟仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,菜鸟,E888,,是
AE945,SALT&ST郑州心怡菜鸟中心仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,菜鸟,E945,,是
AE932,美斯蒂克京东POP仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,平台仓,E932,,是
AE894,BOIS1920杭州心怡菜鸟仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,菜鸟,E894,,是
AE916,露得清屈臣氏菜鸟代发仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,菜鸟,E916,,是
AE898,城野医生平潭菜鸟仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,菜鸟,E898,,是
AE972,美斯蒂克天猫直营宁波仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:06,,2024-03-11 14:13:06,菜鸟,E972,,是
AG052,bois1920长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G052,,是
AG022,TDC长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G022,,是
AG061,CASA长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G061,,是
AG015,biopoint长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G015,,是
AG058,majda长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G058,,是
AG040,JONZAC长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G040,,是
AG038,SLICKG长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G038,,是
AG032,白草莓长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G032,,是
AG027,Anubis长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G027,,是
AG014,apriori长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G014,,是
AG046,BjornA长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G046,,是
AG045,SALT&ST长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G045,,是
AG057,LBG长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G057,,是
AG048,3INA长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G048,,是
AE987,LOOKX 长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,E987,,是
AG030,TYF长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G030,,是
AG036,LABOB长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:04,,2024-03-11 14:13:04,菜鸟,G036,,是
AG031,TM长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:04,,2024-03-11 14:13:04,菜鸟,G031,,是
AG047,Adopt长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:04,,2024-03-11 14:13:04,菜鸟,G047,,是
AG067,Arko长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:04,,2024-03-11 14:13:04,菜鸟,G067,,是
AG024,ADO长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:04,,2024-03-11 14:13:04,菜鸟,G024,,是
AG016,oolaboo长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:05,,2024-03-11 14:13:05,菜鸟,G016,,是
AG090,露得清拼多多长沙菜鸟中心仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:04,,2024-03-11 14:13:04,菜鸟,G090,,是
AG079,水羊堂长沙菜鸟中心仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:04,,2024-03-11 14:13:04,菜鸟,G079,,是
AG055,赫美蒂嘉长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:04,,2024-03-11 14:13:04,菜鸟,G055,,是
AG044,BDS长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:04,,2024-03-11 14:13:04,菜鸟,G044,,是
AG033,IKOO长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:04,,2024-03-11 14:13:04,菜鸟,G033,,是
AG028,Signalift长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:04,,2024-03-11 14:13:04,菜鸟,G028,,是
AG025,TMOV长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:04,,2024-03-11 14:13:04,菜鸟,G025,,是
AG120,水羊内购-平潭仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:03,,2024-03-11 14:13:03,跨境通,G120,,是
AG117,海淘退货差异仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:03,,2024-03-11 14:13:03,平台仓,G117,,是
AG110,伊菲丹新零售长沙菜鸟中心仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:03,,2024-03-11 14:13:03,菜鸟,G110,,是
AG138,NATASHA长沙小红书中心仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:03,,2024-03-11 14:13:03,菜鸟,G138,,是
AG127,瑞瓦德郑州小红书中心仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:03,,2024-03-11 14:13:03,菜鸟,G127,,是
AG146,瑞瓦德宁波小红书平台仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:02,,2024-03-11 14:13:02,平台仓,G146,,是
AG145,MilaMoursi郑州菜鸟中心,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:02,,2024-03-11 14:13:02,菜鸟,G145,,是
AG142,JONZAC平潭有好货中心仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:02,,2024-03-11 14:13:02,菜鸟,G142,,是
AG143,LOOKX郑州小红书,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:02,,2024-03-11 14:13:02,菜鸟,G143,,是
AG152,伊菲丹小红书跨境仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:02,,2024-03-11 14:13:02,平台仓,G152,,是
ZZ306,ZELENS小红书pop仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,甬保税区,,,,千凡,2022-07-04 17:47:50,千凡,2024-03-11 11:35:11,平台仓,C697,,是
ZZ902,ESI郑州小红书仓库,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2024-03-08 17:17:31,乐嘟,2024-03-08 17:17:31,菜鸟,G164,,是
ZZ901,TDC平潭有好货菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,,,,乐嘟,2024-03-08 16:28:34,乐嘟,2024-03-08 16:28:34,菜鸟,E760,,是
ZZ899,DS长沙小红书中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2024-03-08 09:04:19,乐嘟,2024-03-08 09:04:19,菜鸟,G156,,是
CK0063,伊菲丹抖音跨境店,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,新郑海关,,,,千凡,2022-06-28 20:59:25,乐嘟,2024-03-04 16:52:54,河南易通,E481,,是
ZZ896,Juice Beauty小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2024-03-04 09:34:19,乐嘟,2024-03-04 09:34:19,菜鸟,E936,,是
AA23090003,EVIDENS长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2023-09-08 13:46:51,乐嘟,2024-02-04 10:10:52,菜鸟,E983,,是
ZZ835,ESI快手郑州自贸达仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州关区,,,,乐嘟,2023-10-30 10:55:42,乐嘟,2024-02-02 11:23:31,菜鸟,G087,,是
ZZ776,AMOUAGE 抖音官旗平潭保税,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,,,,乐嘟,2023-08-25 12:22:41,乐嘟,2024-02-01 15:08:27,跨境通,E845,,是
654,抖音综合店福建平潭仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,,,,千凡,2022-12-09 18:03:32,乐嘟,2024-02-01 15:06:11,跨境通,E778,,是
ZZ893,TRUEB郑州自贸达小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州关区,,,,乐嘟,2024-01-31 17:38:21,乐嘟,2024-01-31 17:38:21,菜鸟,G150,,是
ZZ890,水羊堂郑州自贸达中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2024-01-31 10:13:18,乐嘟,2024-01-31 10:13:18,菜鸟,E956,,是
ZZ889,Novexpert长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2024-01-31 09:30:45,乐嘟,2024-01-31 09:30:45,菜鸟,G041,,是
ZZ888,parissa长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2024-01-30 17:55:06,乐嘟,2024-01-30 17:55:06,菜鸟,G004,,是
ZZ700,rogaine京东采销-香港御强,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,甬保税区,,,,千凡,2023-04-26 17:41:12,乐嘟,2024-01-18 16:30:16,香港邦盛,D00687,,否
